Run,Event,PID1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,PID2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,PID3,E3,px3,py3,pz3,pt3,eta3,phi3,Q3,PID4,E4,px4,py4,pz4,pt4,eta4,phi4,Q4,mZ1,mZ2,M
202178,58141565,-11,73.1799,32.9398,-64.9188,-7.47092,72.7975,-0.102447,-1.10125,1,11,29.4171,-1.9475,28.2506,7.96746,28.3176,0.277774,1.63962,-1,13,82.0546,-29.2532,32.004,69.6631,43.359,1.25251,2.31132,-1,-13,32.4275,22.2083,13.3432,-19.5008,25.9085,-0.695289,0.541023,1,90.6688,92.1081,209.543
198955,1192523327,-11,163.565,-6.5958,-49.41,155.784,49.8483,1.8573,-1.7035,1,11,138.125,-2.43766,46.5324,130.028,46.5962,1.75004,1.62313,-1,13,593.985,-27.5322,172.876,567.603,175.055,1.89244,1.72873,-1,-13,251.238,-57.3906,38.9723,241.47,69.3724,1.96043,2.54505,1,87.8021,96.1166,253.252
199812,306908284,-11,86.2182,-19.7786,-37.2795,-75.184,42.2013,-1.34145,-2.05858,1,11,9.23305,-2.11101,-8.24123,-3.58818,8.5073,-0.410177,-1.82156,-1,-13,67.1532,43.7373,37.9194,-34.0397,57.8864,-0.558546,0.714271,1,13,77.6738,-38.1382,-2.41831,-67.6228,38.2148,-1.33556,-3.07827,-1,96.6846,18.8309,157.516
201707,565245444,-11,71.3158,-22.6627,66.7968,10.5133,70.5366,0.148502,1.89789,1,11,33.5311,26.8174,-20.0985,-1.10186,33.513,-0.0328725,-0.643155,-1,-13,67.8167,-42.2395,-53.0151,2.07974,67.7847,0.0306768,-2.24355,1,13,48.4375,42.8212,-10.587,-20.011,44.1105,-0.439382,-0.242378,-1,93.3076,95.6449,220.238
198955,742912724,-11,149.654,78.3919,21.1156,125.719,81.186,1.22138,0.263115,1,11,15.4001,-5.99733,-9.0841,-10.8937,10.8853,-0.881923,-2.15431,-1,13,225.454,-66.5943,-26.4816,213.76,71.6664,1.81296,-2.76311,-1,-13,32.9268,2.68408,-32.6236,3.55807,32.7338,0.108484,-1.48871,1,93.1256,109.341,258.244
194790,38426260,11,89.5331,-3.93507,84.0787,30.5198,84.1707,0.355085,1.61756,-1,-11,22.4112,2.37094,-19.1243,-11.4412,19.2707,-0.563422,-1.44745,1,13,68.1802,47.9753,-15.0736,-46.04,50.2876,-0.820369,-0.304428,-1,-13,127.307,-22.5594,19.7162,-123.731,29.9609,-2.12571,2.42335,1,89.1404,93.4101,257.669
201613,9620116,-11,51.2402,36.8156,23.3881,26.8918,43.6164,0.582966,0.565956,1,11,106.662,15.3851,29.2051,101.425,33.0097,1.84116,1.08594,-1,-13,295.529,14.3139,-60.3293,-288.951,62.0042,-2.24352,-1.33784,1,13,153.313,9.3499,32.6474,-149.505,33.9599,-2.18795,1.29187,-1,88.8222,54.5601,515.341
196218,794370838,11,53.3818,-24.5255,47.4055,-0.914297,53.3739,-0.0171292,2.04823,-1,-11,49.6176,37.4555,-16.6271,-27.9737,40.9802,-0.638366,-0.417784,1,-13,124.208,-56.5005,-12.1761,-109.941,57.7976,-1.39901,-2.92933,1,13,24.6497,23.3834,-7.79467,-0.241151,24.6483,-0.00978352,-0.321758,-1,92.3197,93.0584,208.728
199754,504370493,11,94.7075,-49.1192,61.5934,52.5649,78.781,0.625613,2.244,-1,-11,23.3331,7.56642,-21.5949,-4.56534,22.8821,-0.198215,-1.23378,1,-13,50.0983,30.4911,-39.6676,2.56949,50.0323,0.051334,-0.915456,1,13,62.5387,11.62,41.1339,-45.6514,42.7437,-0.928668,1.29548,-1,91.1214,95.1606,226.866
200091,1605749984,11,14.1546,11.1802,-8.48591,1.82908,14.036,0.129948,-0.649243,-1,-11,38.4288,-6.63377,4.672,37.5625,8.11384,2.23705,2.528,1,13,144.141,-20.4721,42.323,136.258,47.0142,1.78576,2.02133,-1,-13,17.331,9.24923,-12.4964,-7.65804,15.547,-0.47456,-0.933628,1,92.3019,34.3236,129.913
200188,309219190,-11,90.7929,-64.378,-59.0553,-24.7245,87.3616,-0.279365,-2.39929,1,11,92.8272,3.50692,-46.5678,-80.2248,46.6997,-1.30985,-1.49563,-1,13,267.534,37.3929,70.8584,255.256,80.1195,1.87566,1.08522,-1,-13,61.7703,34.379,39.843,32.3447,52.6249,0.581326,0.858883,1,91.2226,88.5463,479.151
201196,340900299,-11,157.941,-35.8646,24.021,-151.928,43.1657,-1.9711,2.55145,1,11,44.8224,34.2392,-4.22028,-28.6168,34.4983,-0.755548,-0.12264,-1,13,146.408,6.56971,-34.9634,-142.02,35.5753,-2.09279,-1.38506,-1,-13,37.3917,-18.2606,29.0334,-14.8909,34.2985,-0.421559,2.13223,1,90.1217,94.8126,187.577
201196,134355928,11,79.7758,-31.3442,17.2048,-71.3142,35.7556,-1.44117,2.6396,-1,-11,32.15,26.11,-16.1147,9.6025,30.6825,0.308068,-0.55296,1,-13,50.2063,47.4411,9.31226,13.5383,48.3464,0.276491,0.193827,1,13,46.543,-37.1062,-22.8253,16.3821,43.5645,0.3677,-2.59012,-1,90.42,93.2227,205.801
201202,290344628,11,414.158,14.2734,80.0831,-406.091,81.3452,-2.31091,1.39442,-1,-11,39.5958,10.1448,29.8923,-23.9032,31.5668,-0.698917,1.24361,1,-13,230.795,-10.2759,-73.2498,218.621,73.9671,1.80433,-1.71017,1,13,27.6372,-6.14816,-26.935,0.713109,27.6278,0.0258084,-1.79521,-1,91.1415,91.5038,680.2
172401,3729470,-11,79.8732,45.8974,11.8758,-64.2816,47.4089,-1.11208,0.253193,1,11,40.0327,-36.8614,-10.6502,-11.4204,38.3691,-0.293418,-2.86033,-1,-13,48.5643,-40.5716,-22.7848,-13.9024,46.5317,-0.294497,-2.62989,1,13,79.4437,30.9827,-0.575343,-73.1508,30.9881,-1.59418,-0.0185677,-1,90.3889,92.539,185.693
172868,933807102,-11,102.449,87.3719,52.3065,-11.2265,101.832,-0.110022,0.539437,1,11,52.9591,34.6148,-32.7692,-23.0794,47.6656,-0.46703,-0.758016,-1,13,165.08,-72.4362,-36.8636,-143.685,81.2768,-1.33472,-2.67084,-1,-13,52.6736,-35.0749,32.778,-21.6761,48.0067,-0.437438,2.39003,1,92.1786,87.8203,314.539
163237,41158481,11,23.1604,10.6964,18.8777,8.10096,21.6975,0.365189,1.05528,-1,-11,19.0242,-1.99355,-11.4848,-15.0347,11.6566,-1.07222,-1.74266,1,-13,34.9352,-3.79754,-21.4673,-27.2982,21.8006,-1.04895,-1.74588,1,13,13.2384,5.95324,10.8178,4.77278,12.3477,0.377502,1.06771,-1,41.1734,40.0133,84.6655
166554,395098004,11,13.6666,9.92125,-5.87347,-7.33812,11.5295,-0.599842,-0.534523,-1,-11,12.2028,-4.64496,7.93832,-8.01976,9.19742,-0.787877,2.10021,1,13,56.9386,-48.8868,-28.2899,7.19422,56.4822,0.12703,-2.61699,-1,-13,15.0973,13.6421,3.01871,5.71822,13.9721,0.398618,0.217769,1,56.0502,20.0315,90.2377
166950,1491724484,11,65.4968,34.8201,34.7149,43.2698,49.1687,0.793947,0.783884,-1,-11,48.2976,-43.1704,-9.65137,19.3863,44.2361,0.425307,-2.92164,1,13,33.7468,16.8681,-29.1201,2.51404,33.6529,0.0746358,-1.04577,-1,-13,107.174,-13.6052,15.0956,105.229,20.3218,2.34679,2.30431,1,91.2442,89.6807,188.934
173692,2722114329,-11,51.572,-41.9751,-21.0973,21.276,46.9788,0.438679,-2.67586,1,11,75.7442,21.6475,38.7022,61.406,44.345,1.12908,1.06081,-1,13,29.8935,-15.0814,-24.6878,-7.52831,28.9298,-0.257376,-2.11918,-1,-13,97.6274,19.983,5.70277,95.3901,20.7808,2.22875,0.277992,1,90.3186,93.0051,188.724
166922,112725318,11,26.9831,-24.6867,2.0513,-10.6979,24.7718,-0.419451,3.05869,-1,-11,31.0754,14.0512,11.7335,25.1112,18.3061,1.12144,0.695753,1,13,32.1241,-16.5619,-6.78284,26.6767,17.897,1.18952,-2.75288,-1,-13,34.5865,0.91502,-13.2461,31.9361,13.2776,1.61146,-1.50183,1,53.4782,19.2057,97.4925
165633,394010457,-11,83.3579,-47.1287,-62.1287,-29.4526,77.9813,-0.369241,-2.21976,1,11,58.3598,35.0452,-14.0502,-44.5005,37.7567,-1.00221,-0.381297,-1,-13,78.7781,35.8377,42.7459,-55.6276,55.7813,-0.879425,0.873082,1,13,52.6351,-33.9963,39.2427,8.64342,51.9205,0.165715,2.28468,-1,91.3039,93.0893,244.614
165970,275108397,-11,17.5272,-9.64935,-14.6291,-0.291034,17.5248,-0.0166062,-2.15389,1,11,9.12118,4.97206,-6.48746,-4.04813,8.17365,-0.476974,-0.916874,-1,13,87.1034,-12.3418,49.1408,70.851,50.6669,1.13703,1.81686,-1,-13,90.3821,28.1067,-31.9461,79.7395,42.5504,1.38582,-0.849245,1,90.9915,14.9508,141.926
163340,218958268,11,66.4218,-19.2252,6.90824,63.2023,20.4287,1.8477,2.79663,-1,-11,16.467,14.103,-0.51068,8.4857,14.1122,0.569941,-0.036195,1,-13,26.9257,22.9008,-1.25631,14.1052,22.9352,0.581646,-0.0548037,1,13,64.3576,-12.4915,0.109829,63.1335,12.492,2.32296,3.1328,-1,47.5095,40.7949,90.0069
172949,1188043146,-11,71.8983,67.0767,-20.2283,-16.1524,70.0604,-0.228555,-0.292897,1,11,39.9942,-23.7839,-0.486177,-32.15,23.7888,-1.10945,-3.12115,-1,13,57.7394,-54.0647,7.237,-18.9331,54.547,-0.34048,3.00853,-1,-13,37.984,32.342,-19.4447,4.32089,37.7373,0.11425,-0.541315,1,91.2609,88.7887,193.899
166408,917379387,11,52.1652,30.5705,41.8175,-6.16037,51.8001,-0.118647,0.939536,-1,-11,49.4396,-32.5934,-12.721,-34.9303,34.9879,-0.880209,-2.76948,1,13,217.88,-52.3861,-44.7491,-206.7,68.8969,-1.81849,-2.43466,-1,-13,166.384,29.3645,31.1233,-160.788,42.7894,-2.0342,0.814466,1,88.2292,109.068,261.277
163334,286336207,-11,56.1417,-17.1982,-26.2035,-46.5778,31.3433,-1.187,-2.15161,1,11,30.1759,17.8132,22.5284,-9.25975,28.72,-0.317075,0.901751,-1,-13,50.4618,43.9348,20.2387,-14.3703,48.3722,-0.292873,0.431677,1,13,50.4224,-38.4343,-24.9245,-21.071,45.8086,-0.445133,-2.56627,-1,94.1771,65.7192,163.112
